Name,City,Country,FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Color
Kopitnari,Kutaisi,Georgia,KUT,UGKO,42.176653,42.482583,223,4,N,75
Tbilisi,Tbilisi,Georgia,TBS,UGTB,41.669167,44.954722,1624,4,N,75
Sukhumi Dranda,Sukhumi,Georgia,SUI,UGSS,42.87,41.12,0,4,N,75
Bautzen,Bautzen,Germany,BBJ,EDAB,51.193531,14.519747,568,1,E,76
Altenburg Nobitz,Altenburg,Germany,AOC,EDAC,50.981817,12.506361,640,1,E,76
Barth,Barth,Germany,BBH,EDBH,54.33754,12.699705,23,1,E,76
Schonefeld,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1,E,76
Dresden,Dresden,Germany,DRS,EDDC,51.132767,13.767161,755,1,E,76
Erfurt,Erfurt,Germany,ERF,EDDE,50.979811,10.958106,1036,1,E,76
Frankfurt Main,Frankfurt,Germany,FRA,EDDF,50.026421,8.543125,364,1,E,76
Munster Osnabruck,Munster,Germany,FMO,EDDG,52.134642,7.684831,160,1,E,76
Hamburg,Hamburg,Germany,HAM,EDDH,53.630389,9.988228,53,1,E,76
Tempelhof,Berlin,Germany,THF,EDDI,52.473025,13.403944,167,1,E,76
Koln Bonn,Cologne,Germany,CGN,EDDK,50.865917,7.142744,302,1,E,76
Dusseldorf,Duesseldorf,Germany,DUS,EDDL,51.289453,6.766775,147,1,E,76
Franz Josef Strauss,Munich,Germany,MUC,EDDM,48.353783,11.786086,1487,1,E,76
Nurnberg,Nuernberg,Germany,NUE,EDDN,49.4987,11.066897,1046,1,E,76
Leipzig Halle,Leipzig,Germany,LEJ,EDDP,51.432447,12.241633,465,1,E,76
Saarbrucken,Saarbruecken,Germany,SCN,EDDR,49.214553,7.109508,1058,1,E,76
Stuttgart,Stuttgart,Germany,STR,EDDS,48.689878,9.221964,1276,1,E,76
Tegel,Berlin,Germany,TXL,EDDT,52.559686,13.287711,122,1,E,76
Hannover,Hannover,Germany,HAJ,EDDV,52.461056,9.685078,183,1,E,76
Neuenland,Bremen,Germany,BRE,EDDW,53.0475,8.786667,14,1,E,76
Frankfurt Hahn,Hahn,Germany,HHN,EDFH,49.948672,7.263892,1649,1,E,76
Mannheim City,Mannheim,Germany,MHG,EDFM,49.472706,8.514264,309,1,E,76
Hamburg Finkenwerder,Hamburg,Germany,XFW,EDHI,53.535886,9.837025,22,1,E,76
Kiel Holtenau,Kiel,Germany,KEL,EDHK,54.3795,10.145167,101,1,E,76
Lubeck Blankensee,Luebeck,Germany,LBC,EDHL,53.805367,10.719222,53,1,E,76
Arnsberg Menden,Arnsberg,Germany,ZCA,EDLA,51.483333,7.899333,794,1,E,76
Essen Mulheim,Essen,Germany,ESS,EDLE,51.402333,6.937333,424,1,E,76
Monchengladbach,Moenchengladbach,Germany,MGL,EDLN,51.230356,6.504494,125,1,E,76
Paderborn Lippstadt,Paderborn,Germany,PAD,EDLP,51.614089,8.616317,699,1,E,76
Dortmund,Dortmund,Germany,DTM,EDLW,51.518314,7.612242,425,1,E,76
Augsburg,Augsburg,Germany,AGB,EDMA,48.425158,10.931764,1515,1,E,76
Oberpfaffenhofen,Oberpfaffenhofen,Germany,OBF,EDMO,48.081364,11.283067,1947,1,E,76
Friedrichshafen,Friedrichshafen,Germany,FDH,EDNY,47.671317,9.511486,1367,1,E,76
Schwerin Parchim,Parchim,Germany,SZW,EDOP,53.426997,11.783436,166,1,E,76
Stendal Borstel,Stendal,Germany,ZSN,EDOV,52.627778,11.818333,184,1,E,76
Bayreuth,Bayreuth,Germany,BYU,EDQD,49.984428,11.638569,1601,1,E,76
Hof Plauen,Hof,Germany,HOQ,EDQM,50.288836,11.854919,1960,1,E,76
Koblenz Winningen,Koblenz,Germany,ZNV,EDRK,50.3255,7.528667,640,1,E,76
Trier Fohren,Trier,Germany,ZQF,EDRT,49.8635,6.788167,665,1,E,76
Speyer,Speyer,Germany,ZQC,EDRY,49.302776,8.451195,312,1,E,76
Donaueschingen Villingen,Donaueschingen,Germany,ZQL,EDTD,47.973331,8.522223,2231,1,E,76
Braunschweig Wolfsburg,Braunschweig,Germany,BWE,EDVE,52.319167,10.556111,295,1,E,76
Kassel Calden,Kassel,Germany,KSF,EDVK,51.408394,9.377631,908,1,E,76
Bremerhaven,Bremerhaven,Germany,BRV,EDWB,53.507081,8.572878,11,1,E,76
Emden,Emden,Germany,EME,EDWE,53.391186,7.227408,2,1,E,76
Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,WVN,EDWI,53.504833,8.053333,16,1,E,76
Borkum,Borkum,Germany,BMK,EDWR,53.5955,6.709167,3,1,E,76
Norderney,Norderney,Germany,NRD,EDWY,53.706822,7.230247,6,1,E,76
Flensburg Schaferhaus,Flensburg,Germany,FLF,EDXF,54.771772,9.378214,130,1,E,76
Westerland Sylt,Westerland,Germany,GWT,EDXW,54.91325,8.340472,51,1,E,76
Spangdahlem Ab,Spangdahlem,Germany,SPM,ETAD,49.972667,6.6925,1197,1,E,76
Ramstein Ab,Ramstein,Germany,RMS,ETAR,49.436911,7.600283,776,1,E,76
Giebelstadt Aaf,Giebelstadt,Germany,GHF,ETEU,49.648131,9.966494,980,1,E,76
Celle,Celle,Germany,ZCN,ETHC,52.5912,10.022133,129,1,E,76
Hanau Aaf,Hanau,Germany,ZNF,ETID,50.169189,8.961586,368,1,E,76
Geilenkirchen,Geilenkirchen,Germany,GKE,ETNG,50.960817,6.042422,296,1,E,76
Laage,Laage,Germany,RLG,ETNL,53.918167,12.278333,138,1,E,76
Furstenfeldbruck,Fuerstenfeldbruck,Germany,FEL,ETSF,48.205667,11.267,1703,1,E,76
Gutersloh,Guetersloh,Germany,GUT,ETUO,51.922833,8.306333,236,1,E,76
Dusseldorf Hauptbahnhof,Dusseldorf,Germany,QDU,\N,51.220278,6.792778,125,1,E,76
Allgau,Memmingen,Germany,FMM,EDJA,47.988758,10.2395,2077,1,E,76
Cologne Railway,Cologne,Germany,QKL,\N,50.9425,6.958056,100,1,E,76
Stuttgart Railway Station,Stuttgart,Germany,ZWS,\N,48.783611,9.181667,200,1,E,76
Flugplatz Merzbrueck,Aachen,Germany,AAH,EDKA,50.823194,6.186389,570,1,E,76
Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793,8.08048,407,1,E,76
Niederrhein,Weeze,Germany,NRN,EDLV,51.602222,6.141944,106,1,E,76
Zweibruecken,Zweibruecken,Germany,ZQW,\N,49.209445,7.401323,1132,1,E,76
Sonderlandeplatz Norden-Norddeich,Norden,Germany,NOE,EDWS,53.632221,7.191389,3,1,E,76
Verkehrslandeplatz Juist,Juist,Germany,JUI,EDWJ,53.681572,7.055731,6,1,E,76
Egelsbach,Egelsbach,Germany,QEF,\N,49.9608,8.64361,384,1,E,76
Helgoland-D√ºne Airport,Helgoland,Germany,HGL,EDXH,54.1853,7.91583,7,1,E,76
Heide-B√ºsum Airport,B√ºsum,Germany,HEI,EDXB,54.1533,8.90167,7,1,E,76
Heringsdorf Airport,Heringsdorf,Germany,HDF,EDAH,53.878706,14.152347,93,1,E,76
Guettin MecklenburgVorpommern Germany,Ruegen,Germany,GTI,EDCG,54.383333,13.325278,69,1,U,76
Wangerooge Airport,Wangerooge,Germany,AGE,EDWG,53.7828,7.91389,7,1,E,76
Langeoog Airport,Langeoog,Germany,LGO,EDWL,53.7425,7.49778,7,1,E,76
Cuxhaven Airport,Cuxhaven,Germany,NDZ,KNDZ,53.768612,8.644722,75,1,E,76
Fussen,Fussen,Germany,FUS,FUSS,47.585,10.6866,800,1,U,76
Bochum Railway,Bochum,Germany,EBO,\N,51.478506,7.222781,45,1,U,76
Fliegerhost ,Kaufbeuren,Germany,KFB,\N,47.874,10.6294,680,1,U,76
Munich Railway,Munich,Germany,ZMU,\N,48.1408,11.555,500,1,U,76
Nuernberg Railway,Nuernberg,Germany,ZAQ,\N,49.446389,11.081944,312,1,U,76
Augsburg Railway,Augsburg,Germany,ZAU,\N,48.3655,10.8863,500,1,U,76
Mannheim Railway,Mannheim,Germany,ZMA,\N,49.479633,8.469858,200,1,E,76
Essen Railway,Essen,Germany,ZES,\N,51.451389,7.013889,200,1,U,76
Mainz Finthen,Mainz,Germany,QFZ,\N,0,0,300,1,E,76
Mainz,Mainz,Germany,QMZ,\N,50.00829,8.27356,360,1,E,76
Berlin Gatow,Berlin,Germany,GWW,\N,52.475,13.139,160,1,E,76
Rheine Bentlage,Rheine,Germany,ZPQ,\N,52.27656,7.43843,120,1,E,76
Berlin Hauptbahnhof,Berlin,Germany,QPP,\N,52.52493,13.36963,110,1,E,76
Kaufbeuren BF,Kaufbeuren,Germany,KFX,KAUF,47.885,10.6294,1200,1,E,76
Munich HBF,Munich,Germany,MUQ,MUNI,48.1408,11.555,1200,1,E,76
Nurnberg HBF,Nurnberg,Germany,NUR,NURN,49.446,11.081944,1200,1,E,76
Ebenhofen BF,Ebenhofen,Germany,EBE,EBEN,47.824,10.623,1200,1,E,76
Augsburg HBF,Augsburg,Germany,AUB,AUGS,48.3655,10.886,1200,1,E,76
Biessenhofen BF,Biessenhofen,Germany,BIE,BIES,47.851,10.634,1200,1,E,76
Buchloe BF,Buchloe,Germany,BUH,BUCH,48.0411,10.715,1200,1,E,76
Fussen BF,Fussen,Germany,FUX,FUSN,47.585,10.6866,1200,1,E,76
Kempten HBF,Kempten,Germany,KEX,KEMP,47.724,10.311,1200,1,E,76
Marktoberdorf BF,Marktoberdorf,Germany,OAL,MARK,47.78,10.627,1200,1,E,76
Marktoberdorf Schule,Marktoberdorf,Germany,MOS,MARO,47.777,10.623,1200,1,E,76
Essen HBF,Essen,Germany,ESX,ESSE,51.451389,7.0138,1000,1,E,76
Bochum HBF,Bochum,Germany,BOX,BOCH,51.478506,7.2222,1000,1,E,76
Koln HBF,Koln,Germany,KOX,KOLN,50.9425,6.958056,1000,1,E,76
Leuterschach BF,Leuterschach,Germany,LES,LEUT,47.75,10.601,1200,1,E,76
Lindau HBF,Lindau,Germany,LND,LIND,47.5489,9.688,1000,1,E,76
Heidelberg,Heidelberg,Germany,HDB,EDIU,49.393333,8.6525,0,1,E,76
Berlin Brandenburg Willy Brandt,Berlin,Germany,BER,EDDB,52.366667,13.503333,154,1,E,76
Lahr Airport,Lahr,Germany,LHA,EDTL,48.3693,7.82772,511,1,E,76
Regensburg HBF,Regensburg,Germany,RGB,REGE,49.022,12.1111,1200,1,E,76
Treuchtlingen BF,Treuchtlingen,Germany,TLG,TREU,49.04,11.081944,1200,1,E,76
Magdeburg-Cochstedt,Cochstedt,Germany,CSO,EDBC,51.855833,11.418333,596,1,E,76
Wurzburg HBF,Wurzburg,Germany,WZB,WURZ,49.7999,9.95555,1000,1,E,76
Bamberg BF,Bamberg,Germany,BAM,BAMB,49.911,10.9,800,1,E,76
Ingolstadt BF,Ingolstadt,Germany,IGS,INGS,48.7777,11.422,888,1,E,76
Frankfurt-Main Hauptbahnhof,Frankfurt,Germany,ZRB,\N,50.1070258,8.662760505,372,1,E,76
St. Peter-Ording Airport,Sankt Peter-Ording,Germany,PSH,EDXO,54.3089,8.68694,7,1,E,76
Hauptbahnhof,Bonn,Germany,BNJ,\N,50.731944,7.096944,204,1,E,76
Zoo,Berlin,Germany,QWC,\N,52.507222,13.3325,120,1,E,76
Frankfurt Oder Hbf,Frankfurt Oder,Germany,ZFR,\N,52.336944,14.547222,177,1,E,76
Ostbahnhof,Berlin,Germany,BHF,\N,52.51,13.434722,135,1,E,76
Gesundbrunnen,Berlin,Germany,BGS,\N,52.548611,13.389444,150,1,E,76
Hannover Messe-Heliport,Hannover,Germany,ZVM,\N,52.329035,9.822136,152,1,E,76
Peenemunde Airfield,Peenemunde,Germany,PEF,EDCP,54.157778,13.772778,7,1,E,76
Wyk auf Foehr,Wyk,Germany,OHR,\N,54.411,8.3145,24,1,E,76
Hamburg Hbf,Hamburg,Germany,ZMB,\N,53.552776,10.006683,30,1,E,76
Puttgarden,Puttgarden,Germany,QUA,\N,54.5,11.2167,0,1,E,76
Neumuenster,Neumuenster,Germany,EUM,EDHN,54.079069,9.941719,69,1,E,76
Kotoka Intl,Accra,Ghana,ACC,DGAA,5.605186,-0.166786,205,0,N,77
Tamale,Tamale,Ghana,TML,DGLE,9.557192,-0.863214,553,0,N,77
Sunyani,Sunyani,Ghana,NYI,DGSN,7.361828,-2.328756,1014,0,N,77
Takoradi,Takoradi,Ghana,TKD,DGTK,4.896056,-1.774756,21,0,N,77
Kumasi Airport,Kumasi,Ghana,KMS,DGSI,6.71456,-1.59082,942,0,N,77
Gibraltar,Gibraltar,Gibraltar,GIB,LXGB,36.151219,-5.349664,15,1,N,78
Alexion,Porto Heli,Greece,PKH,LGHL,37.298792,23.148986,2224,2,E,79
Andravida,Andravida,Greece,PYR,LGAD,37.920708,21.292583,55,2,E,79
Agrinion,Agrinion,Greece,AGQ,LGAG,38.602022,21.351208,154,2,E,79
Dimokritos,Alexandroupolis,Greece,AXD,LGAL,40.855869,25.956264,24,2,E,79
Nea Anchialos,Nea Anghialos,Greece,VOL,LGBL,39.219619,22.794339,83,2,E,79
Chios,Chios,Greece,JKH,LGHI,38.343175,26.140572,15,2,E,79
Ioannina,Ioannina,Greece,IOA,LGIO,39.696388,20.8225,1558,2,E,79
Nikos Kazantzakis,Heraklion,Greece,HER,LGIR,35.339719,25.180297,115,2,E,79
Aristotelis,Kastoria,Greece,KSO,LGKA,40.446294,21.282186,2167,2,E,79
Kithira,Kithira,Greece,KIT,LGKC,36.274258,23.016978,1045,2,E,79
Kefallinia,Keffallinia,Greece,EFL,LGKF,38.120069,20.500481,59,2,E,79
Kalamata,Kalamata,Greece,KLX,LGKL,37.068319,22.025525,26,2,E,79
Kos,Kos,Greece,KGS,LGKO,36.793335,27.091667,412,2,E,79
Karpathos,Karpathos,Greece,AOK,LGKP,35.421408,27.146008,66,2,E,79
Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece,CFU,LGKR,39.601944,19.911667,6,2,E,79
Kasos,Kasos,Greece,KSJ,LGKS,35.421358,26.910047,35,2,E,79
Megas Alexandros Intl,Kavala,Greece,KVA,LGKV,40.913306,24.619223,18,2,E,79
Filippos,Kozani,Greece,KZI,LGKZ,40.28611,21.840834,2059,2,E,79
Leros,Leros,Greece,LRS,LGLE,37.184903,26.800289,39,2,E,79
Limnos,Limnos,Greece,LXS,LGLM,39.917072,25.236308,14,2,E,79
Larisa,Larissa,Greece,LRA,LGLR,39.650253,22.4655,241,2,E,79
Mikonos,Mykonos,Greece,JMK,LGMK,37.435128,25.348103,405,2,E,79
Mitilini,Mytilini,Greece,MJT,LGMT,39.056667,26.598333,60,2,E,79
Aktio,Preveza,Greece,PVK,LGPZ,38.925467,20.765311,11,2,E,79
Rhodes Diagoras,Rhodos,Greece,RHO,LGRP,36.405419,28.086192,17,2,E,79
Araxos,Patras,Greece,GPA,LGRX,38.151111,21.425556,46,2,E,79
Souda,Chania,Greece,CHQ,LGSA,35.531747,24.149678,490,2,E,79
Alexandros Papadiamantis,Skiathos,Greece,JSI,LGSK,39.1771,23.503675,54,2,E,79
Samos,Samos,Greece,SMI,LGSM,37.689999,26.911667,19,2,E,79
Santorini,Thira,Greece,JTR,LGSR,36.399169,25.479333,127,2,E,79
Sitia,Sitia,Greece,JSH,LGST,35.216108,26.101325,376,2,E,79
Skiros,Skiros,Greece,SKU,LGSY,38.967553,24.487228,44,2,E,79
Makedonia,Thessaloniki,Greece,SKG,LGTS,40.519725,22.97095,22,2,E,79
Dionysios Solomos,Zakynthos,Greece,ZTH,LGZA,37.750853,20.88425,15,2,E,79
Eleftherios Venizelos Intl,Athens,Greece,ATH,LGAV,37.936358,23.944467,308,2,E,79
Astypalaia,Astypalaia,Greece,JTY,LGPL,36.579886,26.375822,165,2,E,79
Ikaria,Ikaria,Greece,JIK,LGIK,37.682717,26.347061,79,2,E,79
Kalymnos Island,Kalymnos,Greece,JKL,LGKY,36.963333,26.940556,771,2,E,79
Milos,Milos,Greece,MLO,LGML,36.696111,24.4775,12,2,E,79
Naxos,Cyclades Islands,Greece,JNX,LGNX,37.080556,25.368056,10,2,E,79
Paros,Paros,Greece,PAS,LGPA,37.010278,25.127778,121,2,E,79
Kastelorizo,Kastelorizo,Greece,KZS,LGKJ,36.127777,29.566656,474,2,E,79
Athen Helenikon Airport,Athens,Greece,HEW,\N,37.8933,23.7261,69,2,E,79
Syros Airport,Syros Island,Greece,JSY,LGSO,37.422792,24.950936,236,2,E,79
Narsarsuaq,Narssarssuaq,Greenland,UAK,BGBW,61.160517,-45.425978,112,-3,E,80
Nuuk,Godthaab,Greenland,GOH,BGGH,64.190922,-51.678064,283,-3,E,80
Sondre Stromfjord,Sondrestrom,Greenland,SFJ,BGSF,67.016969,-50.689325,165,-3,E,80
Thule Air Base,Thule,Greenland,THU,BGTL,76.531203,-68.703161,251,-4,E,80
Ilulissat,Ilulissat,Greenland,JAV,BGJN,69.23444,-51.05111,2,-3,E,80
Qasigiannguit,Qasigiannguit,Greenland,JCH,BGCH,68.833336,-51,2,-3,E,80
Aasiaat,Aasiaat,Greenland,JEG,BGEM,68.7,-52.75,2,-3,E,80
Kulusuk,Kulusuk,Greenland,KUS,\N,65.566667,-37.1166667,112,-3,E,80
Iginniarfik Heliport,Iginniarfik,Greenland,QFI,,68.7,-52.9667,0,-3,E,80
Akunnaaq Heliport,Akunnaaq,Greenland,QCU,,68.75,-52.3333,0,-3,E,80
Groennedal Heliport,Groennedal,Greenland,JGR,,61.2333,-48.1,0,-3,E,80
Qaarsut Airport,Uummannaq,Greenland,JQA,BGUQ,70.7342,-52.6962,289,-3,E,80
Upernavik Airport,Upernavik,Greenland,JUV,BGUK,72.7902,-56.1306,414,-3,E,80
Sisimiut Airport,Sisimiut,Greenland,JHS,BGSS,66.9513,-53.7293,33,-3,E,80
Qaanaaq Airport,Qaanaaq,Greenland,NAQ,BGQQ,77.4886,-69.3887,51,-4,E,80
Narsaq Heliport,Narsaq,Greenland,JNS,BGNS,60.9167,-46.0586,0,-3,E,80
Nanortalik Heliport,Nanortalik,Greenland,JNN,BGNN,60.14,-45.2317,0,-3,E,80
Maniitsoq Airport,Maniitsoq,Greenland,JSU,BGMQ,65.4125,-52.9394,91,-3,E,80
Qaqortoq Heliport,Qaqortoq,Greenland,JJU,BGJH,60.7158,-46.0294,0,-3,E,80
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO,BGGN,69.2511,-53.5381,0,-3,E,80
Paamiut Heliport,Paamiut,Greenland,JFR,BGFH,61.9922,-49.6625,0,-3,E,80
Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,BGCO,70.7433,-22.6606,45,-1,E,80
Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,BGAP,60.4644,-45.5778,89,-3,E,80
Tasiilaq,Angmagssalik,Greenland,AGM,BGAM,65.612222,-37.618333,24,-3,U,80
Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY,BGSC,70.485278,-21.966667,238,-1,U,80
Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.4047,52.0702,5,-4,E,80
Isortoq†,Isortoq†,Greenland,IOQ,,65.54779,-38.97655,,,,80
Kuummiit†,Kuummiit†,Greenland,KUZ,,65.86413,-36.998,,,,80
Sermiligaaq†,Sermiligaaq†,Greenland,SGG,,65.90608,-36.378273,,,,80
Tiniteqilaaq†,Tiniteqilaaq†,Greenland,TQI,,65.89201,-37.783348,,,,80
Aappilattoq†,Aappilattoq†,Greenland,AOQ,,72.88704†,-55.596146,,,,80
Ikerasak†,Ikerasak†,Greenland,IKE,,70.498146†,-51.303085,,,,80
Saattut†,Saattut†,Greenland,SAE,,70.811455,-51.632145,,,,80
Illorsuit†,Illorsuit†,Greenland,IOT,,71.24194,-53.562878,,,,80
Nuugaatsiaq†,Nuugaatsiaq†,Greenland,JUU,,71.53877†,-53.205036,,,,80
Innarsuit†,Innarsuit†,Greenland,IUI,,73.1999,-56.01082,,,,80
Tasiusaq,Tasiusaq,Greenland,TQA,,73.373055,†-56.06028,,,,80
Eqalugaarsuit†,Eqalugaarsuit†,Greenland,QFG,,60.62015†,-45.913254,,,,80
Qassimiut†,Qassimiut†,Greenland,QJH,,60.780876,-47.15595,,,,80
Ammassivik,Ammassivik,Greenland,QUW,,60.59614,-45.377453,,,,80
Point Salines Intl,Point Salines,Grenada,GND,TGPY,12.004247,-61.786192,41,-4,U,81
Lauriston Airport,Carriacou Island,Grenada,CRU,,12.4761,-61.4728,0,-4,U,81
Grand Case,St. Martin,Guadeloupe,SFG,TFFG,18.099914,-63.047197,7,-4,U,82
Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265306,-61.531806,36,-4,U,82
Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86875,-61.270022,16,-4,U,82
St-Fran√ßois Airport,St-Fran√ßois,Guadeloupe,SFC,TFFC,16.2578,-61.2625,10,-4,U,82
Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,16.0133,-61.7422,59,-4,U,82
La D√©sirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,16.2969,-61.0844,10,-4,U,82
Terre-de-Haut Airport,Les Saintes,Guadeloupe,LSS,TFFS,15.8644,-61.5806,46,-4,U,82
Andersen Afb,Andersen,Guam,UAM,PGUA,13.583953,144.930025,627,10,U,83
Guam Intl,Agana,Guam,GUM,PGUM,13.48345,144.795983,298,10,U,83
Coban,Coban,Guatemala,CBV,MGCB,15.468958,-90.406742,4339,-6,U,84
La Aurora,Guatemala City,Guatemala,GUA,MGGT,14.583272,-90.527475,4952,-6,U,84
Mundo Maya International,Flores,Guatemala,FRS,MGTK,16.913819,-89.866383,427,-6,U,84
Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,14.8656,-91.502,7779,-6,U,84
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,15.730878,-88.583767,33,-6,U,84
Santa Cruz des Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.0122004,-91.1505966,6631,-6,S,84
Alderney,Alderney,Guernsey,ACI,EGJA,49.706111,-2.214722,290,0,E,85
Guernsey,Guernsey,Guernsey,GCI,EGJB,49.434956,-2.601969,336,0,E,85
Fria,Fira,Guinea,FIG,GUFA,10.350556,-13.569167,499,0,N,86
Faranah,Faranah,Guinea,FAA,GUFH,10.035467,-10.769825,1476,0,N,86
Labe,Labe,Guinea,LEK,GULB,11.326058,-12.28685,3396,0,N,86
Conakry,Conakry,Guinea,CKY,GUCY,9.576889,-13.611961,72,0,N,86
Kissidougou,Kissidougou,Guinea,KSI,GUKU,9.160556,-10.124443,550,0,N,86
Kankan,Kankan,Guinea,KNN,GUXD,10.448333,-9.227499,8694,0,U,86
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,GGOV,11.89485,-15.653681,129,0,N,86
Lethem,Lethem,Guyana,LTM,SYLT,3.372761,-59.789439,351,-4,U,87
Cheddi Jagan Intl,Georgetown,Guyana,GEO,SYCJ,6.498553,-58.254119,95,-4,U,87
Ogle,Georgetown,Guyana,OGL,SYGO,6.806944,-58.104444,10,-4,U,87
Kaieteur,Kaieteur,Guyana,KAI,SYKA,5.167,-59.483,750,-4,U,87
Kaieteur International Airport,Kaieteur Falls,Guyana,KIA,PSKA,5.163333,-59.483333,95,-4,U,87
Orinduik Airport,Orinduik,Guyana,ORJ,SYOR,4.7,-60.016667,10,-4,U,87
Annai Airport,Annai,Guyana,NAI,SYAN,3.95,-59.133333,10,-4,U,87
Imbaimadai Airport,Imbaimadai,Guyana,IMB,SYIB,5.69252,-60.28198,10,-4,U,87
Kamarang Airport,Kamarang,Guyana,KAR,SYKM,5.865278,-60.614167,10,-4,U,87
Mabaruma Airport,Mabaruma,Guyana,USI,SYMB,8.2,-59.783333,10,-4,U,87
Mahdia Airport,Mahdia,Guyana,MHA,SYMD,5.266667,-59.15,10,-4,U,87
Cap Haitien Intl,Cap Haitien,Haiti,CAP,MTCH,19.732989,-72.194739,10,-5,U,88
Toussaint Louverture Intl,Port-au-prince,Haiti,PAP,MTPP,18.58005,-72.292542,122,-5,U,88
Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.9336,-72.8486,9,-5,U,88
Jeremie Airport,Jeremie,Haiti,JEE,MTJE,18.6631,-74.1703,147,-5,U,88
Goloson Intl,La Ceiba,Honduras,LCE,MHLC,15.742481,-86.853036,49,-6,U,89
La Mesa Intl,San Pedro Sula,Honduras,SAP,MHLM,15.452639,-87.923556,91,-6,U,89
Guanaja,Guanaja,Honduras,GJA,MHNJ,16.445367,-85.906611,49,-6,U,89
Juan Manuel Galvez Intl,Roatan,Honduras,RTB,MHRO,16.316814,-86.522961,18,-6,U,89
Tela,Tela,Honduras,TEA,MHTE,15.775864,-87.475847,7,-6,U,89
Toncontin Intl,Tegucigalpa,Honduras,TGU,MHTG,14.060883,-87.217197,3294,-6,U,89
Utila Airport,Utila,Honduras,UII,MHUT,16.091667,-86.8875,10,-6,U,89
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,15.2622,-83.7812,25,-6,U,89
Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.3522,98,-6,U,89
Brus Laguna Airport,Brus Laguna,Honduras,BHG,MHBL,15.7631,-84.5436,2,-6,U,89
Hong Kong Intl,Hong Kong,Hong Kong,HKG,VHHH,22.308919,113.914603,28,8,U,90
Ferihegy,Budapest,Hungary,BUD,LHBP,47.436933,19.255592,495,1,E,91
Debrecen,Debrecen,Hungary,DEB,LHDC,47.488917,21.615333,359,1,E,91
S√°rmell√©k International Airport,S√°rmell√©k,Hungary,SOB,LHSM,46.686389,17.159056,408,1,N,91
Gy≈ër-P√©r International Airport,Gy≈ër,Hungary,QGY,LHPR,47.627097,17.808347,424,1,N,91
P√©cs-Pog√°ny Airport,P√©cs-Pog√°ny,Hungary,PEV,LHPP,45.990928,18.240983,1000,1,N,91
Pecs,Pecs,Hungary,QPJ,\N,46.070833,18.233056,1000,1,E,91
Akureyri,Akureyri,Iceland,AEY,BIAR,65.659994,-18.072703,6,0,N,92
Egilsstadir,Egilsstadir,Iceland,EGS,BIEG,65.283333,-14.401389,76,0,N,92
Hornafjordur,Hofn,Iceland,HFN,BIHN,64.295556,-15.227222,24,0,N,92
Husavik,Husavik,Iceland,HZK,BIHU,65.952328,-17.425978,48,0,N,92
Isafjordur,Isafjordur,Iceland,IFJ,BIIS,66.058056,-23.135278,8,0,N,92
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985,-22.605556,171,0,N,92
Patreksfjordur,Patreksfjordur,Iceland,PFJ,BIPA,65.555833,-23.965,11,0,N,92
Reykjavik,Reykjavik,Iceland,RKV,BIRK,64.13,-21.940556,48,0,N,92
Siglufjordur,Siglufjordur,Iceland,SIJ,BISI,66.133333,-18.916667,10,0,N,92
Vestmannaeyjar,Vestmannaeyjar,Iceland,VEY,BIVM,63.424303,-20.278875,326,0,N,92
Reykjahlid Airport,Myvatn,Iceland,MVA,BIRL,65.6558,-16.9181,1030,0,N,92
Vopnafj√∂r√∞ur Airport,Vopnafj√∂r√∞ur,Iceland,VPN,BIVO,65.7206,-14.8506,0,0,N,92
Thorshofn Airport,Thorshofn,Iceland,THO,BITN,66.2185,-15.3356,65,0,N,92
Gr√≠msey Airport,Gr√≠msey,Iceland,GRY,BIGR,66.5547,-18.0175,66,0,N,92
Bildudalur Airport,Bildudalur,Iceland,BIU,BIBD,65.641389,-23.546111,26,0,N,92
Gjogur Airport,Gjogur,Iceland,GJR,BIGJ,65.995278,-21.326944,98,0,N,92
